docname,topic,proportion
shorten_answers_tokenized.txt:11681,001,1.0
shorten_answers_tokenized.txt:11716,000,1.0
shorten_answers_tokenized.txt:11751,004,1.0
shorten_answers_tokenized.txt:11786,024,1.0
shorten_answers_tokenized.txt:11821,011,1.0
shorten_answers_tokenized.txt:11856,013,1.0
shorten_answers_tokenized.txt:11891,000,1.0
shorten_answers_tokenized.txt:11926,003,1.0
shorten_answers_tokenized.txt:11961,000,1.0
shorten_answers_tokenized.txt:11996,010,1.0
shorten_answers_tokenized.txt:12031,000,1.0
shorten_answers_tokenized.txt:12066,003,1.0
shorten_answers_tokenized.txt:12101,004,1.0
shorten_answers_tokenized.txt:12136,011,1.0
shorten_answers_tokenized.txt:12171,013,1.0
shorten_answers_tokenized.txt:12206,001,1.0
shorten_answers_tokenized.txt:12241,006,1.0
shorten_answers_tokenized.txt:12276,017,1.0
shorten_answers_tokenized.txt:12311,000,1.0
shorten_answers_tokenized.txt:12346,001,1.0
shorten_answers_tokenized.txt:12381,017,1.0
shorten_answers_tokenized.txt:12416,001,1.0
shorten_answers_tokenized.txt:12451,006,1.0
shorten_answers_tokenized.txt:12486,017,1.0
shorten_answers_tokenized.txt:12521,000,1.0
shorten_answers_tokenized.txt:12556,023,1.0
shorten_answers_tokenized.txt:12591,004,1.0
shorten_answers_tokenized.txt:12626,002,1.0
shorten_answers_tokenized.txt:12661,017,1.0
shorten_answers_tokenized.txt:12696,005,1.0
shorten_answers_tokenized.txt:5,011,1.0
shorten_answers_tokenized.txt:40,003,1.0
shorten_answers_tokenized.txt:75,002,1.0
shorten_answers_tokenized.txt:110,008,1.0
shorten_answers_tokenized.txt:145,000,1.0
shorten_answers_tokenized.txt:180,002,1.0
shorten_answers_tokenized.txt:215,002,1.0
shorten_answers_tokenized.txt:250,003,1.0
shorten_answers_tokenized.txt:285,001,1.0
shorten_answers_tokenized.txt:320,000,0.465504
shorten_answers_tokenized.txt:320,001,0.382341
shorten_answers_tokenized.txt:320,002,0.152154
shorten_answers_tokenized.txt:355,014,1.0
shorten_answers_tokenized.txt:390,000,1.0
shorten_answers_tokenized.txt:425,002,1.0
shorten_answers_tokenized.txt:460,001,1.0
shorten_answers_tokenized.txt:495,000,1.0
shorten_answers_tokenized.txt:530,021,1.0
shorten_answers_tokenized.txt:565,002,1.0
shorten_answers_tokenized.txt:600,000,1.0
shorten_answers_tokenized.txt:635,000,0.465504
shorten_answers_tokenized.txt:635,001,0.382341
shorten_answers_tokenized.txt:635,002,0.152154
shorten_answers_tokenized.txt:670,009,1.0
shorten_answers_tokenized.txt:705,003,1.0
shorten_answers_tokenized.txt:740,000,1.0
shorten_answers_tokenized.txt:775,024,1.0
shorten_answers_tokenized.txt:810,003,1.0
shorten_answers_tokenized.txt:845,000,0.465504
shorten_answers_tokenized.txt:845,001,0.382341
shorten_answers_tokenized.txt:845,002,0.152154
shorten_answers_tokenized.txt:880,001,1.0
shorten_answers_tokenized.txt:915,009,1.0
shorten_answers_tokenized.txt:950,002,1.0
shorten_answers_tokenized.txt:985,001,1.0
shorten_answers_tokenized.txt:1020,003,1.0
shorten_answers_tokenized.txt:1055,001,1.0
shorten_answers_tokenized.txt:1090,001,1.0
shorten_answers_tokenized.txt:1125,000,1.0
shorten_answers_tokenized.txt:1160,017,1.0
shorten_answers_tokenized.txt:1195,001,1.0
shorten_answers_tokenized.txt:1230,002,1.0
shorten_answers_tokenized.txt:1265,008,1.0
shorten_answers_tokenized.txt:1300,002,1.0
shorten_answers_tokenized.txt:1335,001,1.0
shorten_answers_tokenized.txt:1370,000,1.0
shorten_answers_tokenized.txt:1405,002,1.0
shorten_answers_tokenized.txt:1440,002,1.0
shorten_answers_tokenized.txt:1475,005,1.0
shorten_answers_tokenized.txt:1510,017,1.0
shorten_answers_tokenized.txt:1545,009,1.0
shorten_answers_tokenized.txt:1580,013,1.0
shorten_answers_tokenized.txt:1615,001,1.0
shorten_answers_tokenized.txt:1650,025,1.0
shorten_answers_tokenized.txt:1685,002,1.0
shorten_answers_tokenized.txt:1720,008,1.0
shorten_answers_tokenized.txt:1755,000,1.0
shorten_answers_tokenized.txt:1790,000,0.465504
shorten_answers_tokenized.txt:1790,001,0.382341
shorten_answers_tokenized.txt:1790,002,0.152154
shorten_answers_tokenized.txt:1825,016,1.0
shorten_answers_tokenized.txt:1860,005,1.0
shorten_answers_tokenized.txt:1895,000,1.0
shorten_answers_tokenized.txt:1930,000,1.0
shorten_answers_tokenized.txt:1965,006,1.0
shorten_answers_tokenized.txt:2000,002,1.0
shorten_answers_tokenized.txt:2035,001,1.0
shorten_answers_tokenized.txt:2070,000,1.0
shorten_answers_tokenized.txt:2105,018,1.0
shorten_answers_tokenized.txt:2140,003,1.0
shorten_answers_tokenized.txt:2175,015,1.0
shorten_answers_tokenized.txt:2210,019,1.0
shorten_answers_tokenized.txt:2245,001,1.0
shorten_answers_tokenized.txt:2280,000,1.0
shorten_answers_tokenized.txt:2315,002,1.0
shorten_answers_tokenized.txt:2350,005,1.0
shorten_answers_tokenized.txt:2385,005,1.0
shorten_answers_tokenized.txt:2420,000,1.0
shorten_answers_tokenized.txt:2455,011,1.0
shorten_answers_tokenized.txt:2490,000,1.0
shorten_answers_tokenized.txt:2525,000,1.0
shorten_answers_tokenized.txt:2560,010,1.0
shorten_answers_tokenized.txt:2595,000,1.0
shorten_answers_tokenized.txt:2630,002,1.0
shorten_answers_tokenized.txt:2665,011,1.0
shorten_answers_tokenized.txt:2700,001,1.0
shorten_answers_tokenized.txt:2735,012,1.0
shorten_answers_tokenized.txt:2770,002,1.0
shorten_answers_tokenized.txt:2805,010,1.0
shorten_answers_tokenized.txt:2840,010,1.0
shorten_answers_tokenized.txt:2875,013,1.0
shorten_answers_tokenized.txt:2910,002,1.0
shorten_answers_tokenized.txt:2945,003,1.0
shorten_answers_tokenized.txt:2980,000,1.0
shorten_answers_tokenized.txt:3015,017,1.0
shorten_answers_tokenized.txt:3050,017,1.0
shorten_answers_tokenized.txt:3085,000,0.465504
shorten_answers_tokenized.txt:3085,001,0.382341
shorten_answers_tokenized.txt:3085,002,0.152154
shorten_answers_tokenized.txt:3120,002,1.0
shorten_answers_tokenized.txt:3155,000,1.0
shorten_answers_tokenized.txt:3190,000,1.0
shorten_answers_tokenized.txt:3225,002,1.0
shorten_answers_tokenized.txt:3260,001,1.0
shorten_answers_tokenized.txt:3295,015,1.0
shorten_answers_tokenized.txt:3330,012,1.0
shorten_answers_tokenized.txt:3365,017,1.0
shorten_answers_tokenized.txt:3400,003,1.0
shorten_answers_tokenized.txt:3435,010,1.0
shorten_answers_tokenized.txt:3470,000,1.0
shorten_answers_tokenized.txt:3505,024,1.0
shorten_answers_tokenized.txt:3540,005,1.0
shorten_answers_tokenized.txt:3575,006,1.0
shorten_answers_tokenized.txt:3610,015,1.0
shorten_answers_tokenized.txt:3645,017,1.0
shorten_answers_tokenized.txt:3680,007,1.0
shorten_answers_tokenized.txt:3715,001,1.0
shorten_answers_tokenized.txt:3750,004,1.0
shorten_answers_tokenized.txt:3785,008,1.0
shorten_answers_tokenized.txt:3820,000,0.465504
shorten_answers_tokenized.txt:3820,001,0.382341
shorten_answers_tokenized.txt:3820,002,0.152154
shorten_answers_tokenized.txt:3855,000,1.0
shorten_answers_tokenized.txt:3890,005,1.0
shorten_answers_tokenized.txt:3925,008,1.0
shorten_answers_tokenized.txt:3960,008,1.0
shorten_answers_tokenized.txt:3995,004,1.0
shorten_answers_tokenized.txt:4030,002,1.0
shorten_answers_tokenized.txt:4065,001,1.0
shorten_answers_tokenized.txt:4100,017,1.0
shorten_answers_tokenized.txt:4135,003,1.0
shorten_answers_tokenized.txt:4170,006,1.0
shorten_answers_tokenized.txt:4205,009,1.0
shorten_answers_tokenized.txt:4240,009,1.0
shorten_answers_tokenized.txt:4275,000,0.465504
shorten_answers_tokenized.txt:4275,001,0.382341
shorten_answers_tokenized.txt:4275,002,0.152154
shorten_answers_tokenized.txt:4310,005,1.0
shorten_answers_tokenized.txt:4345,000,1.0
shorten_answers_tokenized.txt:4380,009,1.0
shorten_answers_tokenized.txt:4415,002,1.0
shorten_answers_tokenized.txt:4450,018,1.0
shorten_answers_tokenized.txt:4485,005,1.0
shorten_answers_tokenized.txt:4520,000,0.465504
shorten_answers_tokenized.txt:4520,001,0.382341
shorten_answers_tokenized.txt:4520,002,0.152154
shorten_answers_tokenized.txt:4555,018,1.0
shorten_answers_tokenized.txt:4590,003,1.0
shorten_answers_tokenized.txt:4625,002,1.0
shorten_answers_tokenized.txt:4660,018,1.0
shorten_answers_tokenized.txt:4695,006,1.0
shorten_answers_tokenized.txt:4730,019,1.0
shorten_answers_tokenized.txt:4765,009,1.0
shorten_answers_tokenized.txt:4800,000,1.0
shorten_answers_tokenized.txt:4835,024,1.0
shorten_answers_tokenized.txt:4870,021,1.0
shorten_answers_tokenized.txt:4905,012,1.0
shorten_answers_tokenized.txt:4940,000,1.0
shorten_answers_tokenized.txt:4975,005,1.0
shorten_answers_tokenized.txt:5010,017,1.0
shorten_answers_tokenized.txt:5045,000,0.465504
shorten_answers_tokenized.txt:5045,001,0.382341
shorten_answers_tokenized.txt:5045,002,0.152154
shorten_answers_tokenized.txt:5080,003,1.0
shorten_answers_tokenized.txt:5115,005,1.0
shorten_answers_tokenized.txt:5150,005,1.0
shorten_answers_tokenized.txt:5185,009,1.0
shorten_answers_tokenized.txt:5220,002,1.0
shorten_answers_tokenized.txt:5255,018,1.0
shorten_answers_tokenized.txt:5290,008,1.0
shorten_answers_tokenized.txt:5325,004,1.0
shorten_answers_tokenized.txt:5360,006,1.0
shorten_answers_tokenized.txt:5395,000,1.0
shorten_answers_tokenized.txt:5430,002,1.0
shorten_answers_tokenized.txt:5465,009,1.0
shorten_answers_tokenized.txt:5500,029,1.0
shorten_answers_tokenized.txt:5535,003,1.0
shorten_answers_tokenized.txt:5570,001,1.0
shorten_answers_tokenized.txt:5605,000,1.0
shorten_answers_tokenized.txt:5640,005,1.0
shorten_answers_tokenized.txt:5675,006,1.0
shorten_answers_tokenized.txt:5710,000,0.465504
shorten_answers_tokenized.txt:5710,001,0.382341
shorten_answers_tokenized.txt:5710,002,0.152154
shorten_answers_tokenized.txt:5745,006,1.0
shorten_answers_tokenized.txt:5780,004,1.0
shorten_answers_tokenized.txt:5815,000,0.465504
shorten_answers_tokenized.txt:5815,001,0.382341
shorten_answers_tokenized.txt:5815,002,0.152154
shorten_answers_tokenized.txt:5850,000,1.0
shorten_answers_tokenized.txt:5885,008,1.0
shorten_answers_tokenized.txt:5920,006,1.0
shorten_answers_tokenized.txt:5955,001,1.0
shorten_answers_tokenized.txt:5990,006,1.0
shorten_answers_tokenized.txt:6025,006,1.0
shorten_answers_tokenized.txt:6060,000,1.0
shorten_answers_tokenized.txt:6095,001,1.0
shorten_answers_tokenized.txt:6130,017,1.0
shorten_answers_tokenized.txt:6165,005,1.0
shorten_answers_tokenized.txt:6200,019,1.0
shorten_answers_tokenized.txt:6235,015,1.0
shorten_answers_tokenized.txt:6270,008,1.0
shorten_answers_tokenized.txt:6305,029,1.0
shorten_answers_tokenized.txt:6340,002,1.0
shorten_answers_tokenized.txt:6375,012,1.0
shorten_answers_tokenized.txt:6410,017,1.0
shorten_answers_tokenized.txt:6445,005,1.0
shorten_answers_tokenized.txt:6480,015,1.0
shorten_answers_tokenized.txt:6515,007,1.0
shorten_answers_tokenized.txt:6550,007,1.0
shorten_answers_tokenized.txt:6585,004,1.0
shorten_answers_tokenized.txt:6620,000,0.465504
shorten_answers_tokenized.txt:6620,001,0.382341
shorten_answers_tokenized.txt:6620,002,0.152154
shorten_answers_tokenized.txt:6655,014,1.0
shorten_answers_tokenized.txt:6690,000,1.0
shorten_answers_tokenized.txt:6725,000,0.465504
shorten_answers_tokenized.txt:6725,001,0.382341
shorten_answers_tokenized.txt:6725,002,0.152154
shorten_answers_tokenized.txt:6760,008,1.0
shorten_answers_tokenized.txt:6799,017,1.0
shorten_answers_tokenized.txt:6834,001,1.0
shorten_answers_tokenized.txt:6869,003,1.0
shorten_answers_tokenized.txt:6904,001,1.0
shorten_answers_tokenized.txt:6939,001,1.0
shorten_answers_tokenized.txt:6974,004,1.0
shorten_answers_tokenized.txt:7009,024,1.0
shorten_answers_tokenized.txt:7044,001,1.0
shorten_answers_tokenized.txt:7079,000,1.0
shorten_answers_tokenized.txt:7114,000,1.0
shorten_answers_tokenized.txt:7149,015,1.0
shorten_answers_tokenized.txt:7184,004,1.0
shorten_answers_tokenized.txt:7219,004,1.0
shorten_answers_tokenized.txt:7254,003,1.0
shorten_answers_tokenized.txt:7289,003,1.0
shorten_answers_tokenized.txt:7324,000,1.0
shorten_answers_tokenized.txt:7359,012,1.0
shorten_answers_tokenized.txt:7394,017,1.0
shorten_answers_tokenized.txt:7429,021,1.0
shorten_answers_tokenized.txt:7464,005,1.0
shorten_answers_tokenized.txt:7499,000,1.0
shorten_answers_tokenized.txt:7534,004,1.0
shorten_answers_tokenized.txt:7569,006,1.0
shorten_answers_tokenized.txt:7604,029,1.0
shorten_answers_tokenized.txt:7639,000,1.0
shorten_answers_tokenized.txt:7674,015,1.0
shorten_answers_tokenized.txt:7709,004,1.0
shorten_answers_tokenized.txt:7744,015,1.0
shorten_answers_tokenized.txt:7779,002,1.0
shorten_answers_tokenized.txt:7814,001,1.0
shorten_answers_tokenized.txt:7849,004,1.0
shorten_answers_tokenized.txt:7884,002,1.0
shorten_answers_tokenized.txt:7919,000,1.0
shorten_answers_tokenized.txt:7954,003,1.0
shorten_answers_tokenized.txt:7989,001,1.0
shorten_answers_tokenized.txt:8024,017,1.0
shorten_answers_tokenized.txt:8059,001,1.0
shorten_answers_tokenized.txt:8094,000,1.0
shorten_answers_tokenized.txt:8129,001,1.0
shorten_answers_tokenized.txt:8164,001,1.0
shorten_answers_tokenized.txt:8199,000,0.465504
shorten_answers_tokenized.txt:8199,001,0.382341
shorten_answers_tokenized.txt:8199,002,0.152154
shorten_answers_tokenized.txt:8234,007,1.0
shorten_answers_tokenized.txt:8269,006,1.0
shorten_answers_tokenized.txt:8304,008,1.0
shorten_answers_tokenized.txt:8339,002,1.0
shorten_answers_tokenized.txt:8374,018,1.0
shorten_answers_tokenized.txt:8409,017,1.0
shorten_answers_tokenized.txt:8444,003,1.0
shorten_answers_tokenized.txt:8479,007,1.0
shorten_answers_tokenized.txt:8514,024,1.0
shorten_answers_tokenized.txt:8549,015,1.0
shorten_answers_tokenized.txt:8584,001,1.0
shorten_answers_tokenized.txt:8619,028,1.0
shorten_answers_tokenized.txt:8654,017,1.0
shorten_answers_tokenized.txt:8689,002,1.0
shorten_answers_tokenized.txt:8724,017,1.0
shorten_answers_tokenized.txt:8759,024,1.0
shorten_answers_tokenized.txt:8794,007,1.0
shorten_answers_tokenized.txt:8829,000,1.0
shorten_answers_tokenized.txt:8864,006,1.0
shorten_answers_tokenized.txt:8899,001,1.0
shorten_answers_tokenized.txt:8934,000,1.0
shorten_answers_tokenized.txt:8969,010,1.0
shorten_answers_tokenized.txt:9004,003,1.0
shorten_answers_tokenized.txt:9039,000,1.0
shorten_answers_tokenized.txt:9074,001,1.0
shorten_answers_tokenized.txt:9109,000,1.0
shorten_answers_tokenized.txt:9144,006,1.0
shorten_answers_tokenized.txt:9179,005,1.0
shorten_answers_tokenized.txt:9214,000,1.0
shorten_answers_tokenized.txt:9249,017,1.0
shorten_answers_tokenized.txt:9284,010,1.0
shorten_answers_tokenized.txt:9319,002,1.0
shorten_answers_tokenized.txt:9354,043,0.249021
shorten_answers_tokenized.txt:9354,006,0.247456
shorten_answers_tokenized.txt:9354,041,0.246897
shorten_answers_tokenized.txt:9354,011,0.163063
shorten_answers_tokenized.txt:9354,007,0.093563
shorten_answers_tokenized.txt:9389,003,1.0
shorten_answers_tokenized.txt:9424,024,1.0
shorten_answers_tokenized.txt:9459,000,1.0
shorten_answers_tokenized.txt:9494,005,1.0
shorten_answers_tokenized.txt:9529,005,1.0
shorten_answers_tokenized.txt:9564,001,1.0
shorten_answers_tokenized.txt:9599,001,1.0
shorten_answers_tokenized.txt:9634,017,1.0
shorten_answers_tokenized.txt:9669,001,1.0
shorten_answers_tokenized.txt:9704,001,1.0
shorten_answers_tokenized.txt:9739,004,1.0
shorten_answers_tokenized.txt:9774,017,1.0
shorten_answers_tokenized.txt:9809,000,1.0
shorten_answers_tokenized.txt:9844,006,1.0
shorten_answers_tokenized.txt:9879,007,1.0
shorten_answers_tokenized.txt:9914,002,1.0
shorten_answers_tokenized.txt:9949,021,1.0
shorten_answers_tokenized.txt:9984,017,1.0
shorten_answers_tokenized.txt:10019,000,1.0
shorten_answers_tokenized.txt:10054,010,1.0
shorten_answers_tokenized.txt:10089,017,1.0
shorten_answers_tokenized.txt:10124,002,1.0
shorten_answers_tokenized.txt:10159,007,1.0
shorten_answers_tokenized.txt:10194,029,1.0
shorten_answers_tokenized.txt:10229,010,1.0
shorten_answers_tokenized.txt:10264,004,1.0
shorten_answers_tokenized.txt:10299,000,1.0
shorten_answers_tokenized.txt:10334,000,1.0
shorten_answers_tokenized.txt:10369,029,1.0
shorten_answers_tokenized.txt:10404,000,0.465504
shorten_answers_tokenized.txt:10404,001,0.382341
shorten_answers_tokenized.txt:10404,002,0.152154
shorten_answers_tokenized.txt:10439,020,1.0
shorten_answers_tokenized.txt:10474,000,1.0
shorten_answers_tokenized.txt:10509,004,1.0
shorten_answers_tokenized.txt:10544,007,1.0
shorten_answers_tokenized.txt:10579,017,1.0
shorten_answers_tokenized.txt:10614,000,0.465504
shorten_answers_tokenized.txt:10614,001,0.382341
shorten_answers_tokenized.txt:10614,002,0.152154
shorten_answers_tokenized.txt:10649,007,1.0
shorten_answers_tokenized.txt:10684,001,1.0
shorten_answers_tokenized.txt:10719,001,1.0
shorten_answers_tokenized.txt:10754,002,1.0
shorten_answers_tokenized.txt:10789,002,1.0
shorten_answers_tokenized.txt:10824,006,1.0
shorten_answers_tokenized.txt:10859,005,1.0
shorten_answers_tokenized.txt:10894,001,1.0
shorten_answers_tokenized.txt:10929,021,1.0
shorten_answers_tokenized.txt:10964,003,1.0
shorten_answers_tokenized.txt:10999,002,1.0
shorten_answers_tokenized.txt:11034,005,1.0
shorten_answers_tokenized.txt:11069,007,1.0
shorten_answers_tokenized.txt:11104,001,1.0
shorten_answers_tokenized.txt:11139,028,1.0
shorten_answers_tokenized.txt:11174,017,1.0
shorten_answers_tokenized.txt:11209,008,1.0
shorten_answers_tokenized.txt:11244,007,1.0
shorten_answers_tokenized.txt:11279,008,1.0
shorten_answers_tokenized.txt:11314,006,1.0
shorten_answers_tokenized.txt:11349,010,1.0
shorten_answers_tokenized.txt:11384,001,1.0
shorten_answers_tokenized.txt:11419,004,1.0
shorten_answers_tokenized.txt:11454,004,1.0
shorten_answers_tokenized.txt:11489,000,1.0
shorten_answers_tokenized.txt:11524,010,1.0
shorten_answers_tokenized.txt:11559,007,1.0
shorten_answers_tokenized.txt:11594,001,1.0
shorten_answers_tokenized.txt:11629,003,1.0
shorten_answers_tokenized.txt:11664,004,1.0
shorten_answers_tokenized.txt:11699,024,1.0
shorten_answers_tokenized.txt:11734,007,1.0
shorten_answers_tokenized.txt:11769,001,1.0
shorten_answers_tokenized.txt:11804,022,1.0
shorten_answers_tokenized.txt:11839,001,1.0
shorten_answers_tokenized.txt:11874,002,1.0
shorten_answers_tokenized.txt:11909,015,1.0
shorten_answers_tokenized.txt:11944,002,1.0
shorten_answers_tokenized.txt:11979,002,1.0
shorten_answers_tokenized.txt:12014,028,1.0
shorten_answers_tokenized.txt:12049,005,1.0
shorten_answers_tokenized.txt:12084,002,1.0
shorten_answers_tokenized.txt:12119,001,1.0
shorten_answers_tokenized.txt:12154,024,1.0
shorten_answers_tokenized.txt:12189,006,1.0
shorten_answers_tokenized.txt:12224,002,1.0
shorten_answers_tokenized.txt:12259,002,1.0
shorten_answers_tokenized.txt:12294,018,1.0
shorten_answers_tokenized.txt:12329,001,1.0
shorten_answers_tokenized.txt:12364,000,0.465504
shorten_answers_tokenized.txt:12364,001,0.382341
shorten_answers_tokenized.txt:12364,002,0.152154
shorten_answers_tokenized.txt:12399,006,1.0
shorten_answers_tokenized.txt:12434,010,1.0
shorten_answers_tokenized.txt:12469,017,1.0
shorten_answers_tokenized.txt:12504,015,1.0
shorten_answers_tokenized.txt:12539,001,1.0
shorten_answers_tokenized.txt:12574,001,1.0
shorten_answers_tokenized.txt:12609,002,1.0
shorten_answers_tokenized.txt:12644,005,1.0
shorten_answers_tokenized.txt:12679,004,1.0
shorten_answers_tokenized.txt:12714,015,1.0
shorten_answers_tokenized.txt:34,004,1.0
shorten_answers_tokenized.txt:69,004,1.0
shorten_answers_tokenized.txt:104,007,1.0
shorten_answers_tokenized.txt:139,002,1.0
shorten_answers_tokenized.txt:174,021,1.0
shorten_answers_tokenized.txt:209,013,1.0
shorten_answers_tokenized.txt:244,003,1.0
shorten_answers_tokenized.txt:279,001,1.0
shorten_answers_tokenized.txt:314,022,1.0
shorten_answers_tokenized.txt:349,000,1.0
shorten_answers_tokenized.txt:384,001,1.0
shorten_answers_tokenized.txt:419,004,1.0
shorten_answers_tokenized.txt:454,004,1.0
shorten_answers_tokenized.txt:489,010,1.0
shorten_answers_tokenized.txt:524,000,1.0
shorten_answers_tokenized.txt:559,000,1.0
shorten_answers_tokenized.txt:594,002,1.0
shorten_answers_tokenized.txt:629,000,0.465504
shorten_answers_tokenized.txt:629,001,0.382341
shorten_answers_tokenized.txt:629,002,0.152154
shorten_answers_tokenized.txt:664,005,1.0
shorten_answers_tokenized.txt:699,004,1.0
shorten_answers_tokenized.txt:734,000,1.0
shorten_answers_tokenized.txt:769,003,1.0
shorten_answers_tokenized.txt:804,004,1.0
shorten_answers_tokenized.txt:839,009,1.0
shorten_answers_tokenized.txt:874,003,1.0
shorten_answers_tokenized.txt:909,006,1.0
shorten_answers_tokenized.txt:944,003,1.0
shorten_answers_tokenized.txt:979,006,1.0
shorten_answers_tokenized.txt:1014,001,1.0
shorten_answers_tokenized.txt:1049,015,1.0
shorten_answers_tokenized.txt:1084,015,1.0
shorten_answers_tokenized.txt:1119,002,1.0
shorten_answers_tokenized.txt:1154,003,1.0
shorten_answers_tokenized.txt:1189,009,1.0
shorten_answers_tokenized.txt:1224,009,1.0
shorten_answers_tokenized.txt:1259,014,1.0
shorten_answers_tokenized.txt:1294,000,1.0
shorten_answers_tokenized.txt:1329,001,1.0
shorten_answers_tokenized.txt:1364,001,1.0
shorten_answers_tokenized.txt:1399,004,1.0
shorten_answers_tokenized.txt:1434,017,1.0
shorten_answers_tokenized.txt:1469,006,1.0
shorten_answers_tokenized.txt:1504,003,1.0
shorten_answers_tokenized.txt:1539,000,1.0
shorten_answers_tokenized.txt:1574,007,1.0
shorten_answers_tokenized.txt:1609,001,1.0
shorten_answers_tokenized.txt:1644,006,1.0
shorten_answers_tokenized.txt:1679,001,1.0
shorten_answers_tokenized.txt:1714,006,1.0
shorten_answers_tokenized.txt:1749,017,1.0
shorten_answers_tokenized.txt:1784,000,1.0
shorten_answers_tokenized.txt:1819,005,1.0
shorten_answers_tokenized.txt:1854,000,1.0
shorten_answers_tokenized.txt:1889,000,1.0
shorten_answers_tokenized.txt:1924,007,1.0
shorten_answers_tokenized.txt:1959,000,1.0
shorten_answers_tokenized.txt:1994,013,1.0
shorten_answers_tokenized.txt:2029,000,1.0
shorten_answers_tokenized.txt:2064,004,1.0
shorten_answers_tokenized.txt:2099,000,1.0
shorten_answers_tokenized.txt:2134,000,1.0
shorten_answers_tokenized.txt:2169,005,1.0
shorten_answers_tokenized.txt:2204,001,1.0
shorten_answers_tokenized.txt:2239,006,1.0
shorten_answers_tokenized.txt:2274,007,1.0
shorten_answers_tokenized.txt:2309,007,1.0
shorten_answers_tokenized.txt:2344,003,1.0
shorten_answers_tokenized.txt:2379,000,1.0
shorten_answers_tokenized.txt:2414,003,1.0
shorten_answers_tokenized.txt:2449,000,1.0
shorten_answers_tokenized.txt:2484,000,1.0
shorten_answers_tokenized.txt:2519,000,0.465504
shorten_answers_tokenized.txt:2519,001,0.382341
shorten_answers_tokenized.txt:2519,002,0.152154
shorten_answers_tokenized.txt:2554,001,1.0
shorten_answers_tokenized.txt:2589,006,1.0
shorten_answers_tokenized.txt:2624,015,1.0
shorten_answers_tokenized.txt:2659,015,1.0
shorten_answers_tokenized.txt:2694,002,1.0
shorten_answers_tokenized.txt:2729,007,1.0
shorten_answers_tokenized.txt:2764,004,1.0
shorten_answers_tokenized.txt:2799,002,1.0
shorten_answers_tokenized.txt:2834,000,1.0
shorten_answers_tokenized.txt:2869,000,0.465504
shorten_answers_tokenized.txt:2869,001,0.382341
shorten_answers_tokenized.txt:2869,002,0.152154
shorten_answers_tokenized.txt:2904,002,1.0
shorten_answers_tokenized.txt:2939,017,1.0
shorten_answers_tokenized.txt:2974,000,0.465504
shorten_answers_tokenized.txt:2974,001,0.382341
shorten_answers_tokenized.txt:2974,002,0.152154
shorten_answers_tokenized.txt:3009,006,1.0
shorten_answers_tokenized.txt:3044,002,1.0
shorten_answers_tokenized.txt:3079,004,1.0
shorten_answers_tokenized.txt:3114,001,1.0
shorten_answers_tokenized.txt:3149,016,1.0
shorten_answers_tokenized.txt:3184,000,1.0
shorten_answers_tokenized.txt:3219,001,1.0
shorten_answers_tokenized.txt:3254,017,1.0
shorten_answers_tokenized.txt:3289,000,1.0
shorten_answers_tokenized.txt:3324,002,1.0
shorten_answers_tokenized.txt:3359,001,1.0
shorten_answers_tokenized.txt:3394,021,1.0
shorten_answers_tokenized.txt:3429,002,1.0
shorten_answers_tokenized.txt:3464,006,1.0
shorten_answers_tokenized.txt:3499,017,1.0
shorten_answers_tokenized.txt:3534,003,1.0
shorten_answers_tokenized.txt:3569,018,1.0
shorten_answers_tokenized.txt:3604,013,1.0
shorten_answers_tokenized.txt:3639,000,1.0
shorten_answers_tokenized.txt:3674,018,1.0
shorten_answers_tokenized.txt:3709,029,1.0
shorten_answers_tokenized.txt:3744,012,1.0
shorten_answers_tokenized.txt:3779,014,1.0
shorten_answers_tokenized.txt:3814,009,1.0
shorten_answers_tokenized.txt:3849,008,1.0
shorten_answers_tokenized.txt:3884,000,1.0
shorten_answers_tokenized.txt:3919,000,1.0
shorten_answers_tokenized.txt:3954,000,1.0
shorten_answers_tokenized.txt:3989,007,1.0
shorten_answers_tokenized.txt:4024,007,1.0
shorten_answers_tokenized.txt:4059,009,1.0
shorten_answers_tokenized.txt:4094,000,1.0
shorten_answers_tokenized.txt:4129,024,1.0
shorten_answers_tokenized.txt:4164,000,1.0
shorten_answers_tokenized.txt:4199,003,1.0
shorten_answers_tokenized.txt:4234,005,1.0
shorten_answers_tokenized.txt:4269,007,1.0
shorten_answers_tokenized.txt:4304,000,1.0
shorten_answers_tokenized.txt:4339,006,1.0
shorten_answers_tokenized.txt:4374,006,1.0
shorten_answers_tokenized.txt:4409,001,1.0
shorten_answers_tokenized.txt:4444,000,0.465504
shorten_answers_tokenized.txt:4444,001,0.382341
shorten_answers_tokenized.txt:4444,002,0.152154
shorten_answers_tokenized.txt:4479,002,1.0
shorten_answers_tokenized.txt:4514,000,0.465504
shorten_answers_tokenized.txt:4514,001,0.382341
shorten_answers_tokenized.txt:4514,002,0.152154
shorten_answers_tokenized.txt:4549,006,1.0
shorten_answers_tokenized.txt:4584,020,1.0
shorten_answers_tokenized.txt:4619,000,1.0
shorten_answers_tokenized.txt:4654,009,1.0
shorten_answers_tokenized.txt:4689,000,1.0
shorten_answers_tokenized.txt:4724,000,1.0
shorten_answers_tokenized.txt:4759,009,1.0
shorten_answers_tokenized.txt:4794,005,1.0
shorten_answers_tokenized.txt:4829,008,1.0
